StateFIPS,CongressionalDistrict,PUMA,StateAbbreviation,Population,FracCDInPUMA,FracPUMAInCD
4,7,132,AZ,26,0,0.0002
4,9,132,AZ,147670,0.1858,0.9998
4,3,133,AZ,18584,0.0234,0.1525
4,7,133,AZ,91983,0.1158,0.7548
4,9,133,AZ,11293,0.0142,0.0927
4,2,134,AZ,3584,0.0045,0.0212
4,7,134,AZ,2775,0.0035,0.0164
4,8,134,AZ,24893,0.0313,0.1471
4,9,134,AZ,137995,0.1737,0.8153
4,6,201,AZ,8059,0.0101,0.0771
4,7,201,AZ,96494,0.1214,0.9229
4,6,202,AZ,53475,0.0673,0.4116
4,7,202,AZ,76442,0.0962,0.5884
4,6,203,AZ,120071,0.1511,1
4,6,204,AZ,109221,0.1375,1
4,6,205,AZ,101129,0.1273,0.6702
4,7,205,AZ,49763,0.0626,0.3298
4,6,206,AZ,97968,0.1233,0.9445
4,7,206,AZ,5756,0.0072,0.0555
4,6,207,AZ,18571,0.0234,0.1808
4,7,207,AZ,84121,0.1059,0.8192
4,6,208,AZ,5308,0.0067,0.0516
4,7,208,AZ,97650,0.1229,0.9484
4,6,209,AZ,57832,0.0728,0.4843
4,7,209,AZ,61589,0.0775,0.5157
4,2,300,AZ,172738,0.2174,1
4,2,400,AZ,144524,0.1819,1
4,2,500,AZ,236777,0.298,1
4,2,600,AZ,1526,0.0019,0.0066
4,9,600,AZ,228298,0.2873,0.9934
4,7,700,AZ,124883,0.1572,0.6125
4,9,700,AZ,78998,0.0994,0.3875
4,2,800,AZ,62725,0.0789,0.568
4,6,800,AZ,47713,0.06,0.432
4,1,803,AZ,10,0,0.0001
4,2,803,AZ,17245,0.0217,0.1169
4,5,803,AZ,130309,0.164,0.8831
4,2,805,AZ,61836,0.0778,0.497
4,5,805,AZ,27533,0.0346,0.2213
4,6,805,AZ,35050,0.0441,0.2817
4,2,807,AZ,93635,0.1178,0.6494
4,6,807,AZ,44277,0.0557,0.3071
4,7,807,AZ,6265,0.0079,0.0435
4,6,900,AZ,95937,0.1207,0.5542
4,7,900,AZ,77170,0.0971,0.4458
5,3,100,AR,282972,0.3757,1
5,3,200,AR,247301,0.3283,1
5,1,300,AR,103482,0.1375,0.6654
5,2,300,AR,30,0,0.0002
5,3,300,AR,44779,0.0595,0.2879
5,4,300,AR,7225,0.0096,0.0465
5,1,400,AR,93401,0.1241,0.6985
5,2,400,AR,40322,0.0536,0.3015
5,1,500,AR,196539,0.2612,1
5,1,600,AR,98566,0.131,1
5,1,700,AR,94845,0.126,1
5,1,800,AR,31607,0.042,0.2914
5,2,800,AR,76859,0.1021,0.7086
5,1,900,AR,9096,0.0121,0.0431
5,2,900,AR,190037,0.2525,0.9014
5,4,900,AR,11695,0.0155,0.0555
5,2,1000,AR,168144,0.2234,0.8887
5,4,1000,AR,21059,0.028,0.1113
5,1,1100,AR,73288,0.0974,0.372
5,2,1100,AR,123745,0.1644,0.628
5,2,1200,AR,121705,0.1617,0.9952
5,4,1200,AR,585,0.0008,0.0048
5,1,1300,AR,7,0,0
5,2,1300,AR,30734,0.0408,0.2193
5,3,1300,AR,7,0,0
5,4,1300,AR,109376,0.1452,0.7806
5,3,1400,AR,178060,0.2364,0.9478
5,4,1400,AR,9815,0.013,0.0522
5,3,1500,AR,100,0.0001,0.001
5,4,1500,AR,95778,0.1272,0.999
5,2,1600,AR,855,0.0011,0.0052
5,4,1600,AR,162791,0.2162,0.9948
5,1,1700,AR,10257,0.0136,0.1073
5,2,1700,AR,279,0.0004,0.0029
5,4,1700,AR,85054,0.1129,0.8898
5,1,1800,AR,41421,0.055,0.4318
5,4,1800,AR,54496,0.0724,0.5682
5,4,1900,AR,95762,0.1272,1
5,4,2000,AR,99450,0.1321,1
6,8,101,CA,1308,0.0017,0.009
6,12,101,CA,144035,0.1899,0.991
6,12,102,CA,184298,0.243,1
6,10,103,CA,18,0,0.0001
6,12,103,CA,133487,0.176,0.9985
6,14,103,CA,179,0.0002,0.0013
6,12,104,CA,142268,0.1876,1
6,12,105,CA,152423,0.2009,0.8765
6,14,105,CA,21478,0.0283,0.1235
6,12,106,CA,819,0.0011,0.0056
6,14,106,CA,146584,0.193,0.9944
6,14,107,CA,164462,0.2166,1
6,14,108,CA,90792,0.1196,0.6379
6,17,108,CA,51533,0.0679,0.3621
6,14,109,CA,146397,0.1928,0.7245
6,17,109,CA,55676,0.0734,0.2755
6,10,110,CA,56389,0.0742,0.2288
6,13,110,CA,19,0,0.0001
6,14,110,CA,189290,0.2493,0.768
6,17,110,CA,784,0.001,0.0032
6,3,300,CA,33415,0.0437,0.1741
6,5,300,CA,158517,0.2072,0.8259
6,20,300,CA,11,0,0.0001
6,1,701,CA,124617,0.163,1
6,1,702,CA,87015,0.1138,1
6,1,1100,CA,116585,0.1525,0.8786
6,2,1100,CA,16112,0.021,0.1214
6,8,1301,CA,126691,0.1671,1
6,8,1302,CA,128589,0.1696,1
6,8,1303,CA,24167,0.0319,0.1774
6,10,1303,CA,112077,0.1474,0.8226
6,8,1304,CA,7,0,0.0001
6,10,1304,CA,128184,0.1686,0.9905
6,12,1304,CA,1218,0.0016,0.0094
6,10,1305,CA,141077,0.1856,0.9985
6,14,1305,CA,217,0.0003,0.0015
6,10,1306,CA,120201,0.1581,1
6,8,1307,CA,101301,0.1336,0.7374
6,10,1307,CA,36083,0.0475,0.2626
6,8,1308,CA,62001,0.0818,0.5108
6,10,1308,CA,59391,0.0781,0.4892
6,9,1309,CA,17616,0.0231,0.1415
6,10,1309,CA,106846,0.1405,0.8583
6,14,1309,CA,17,0,0.0001
6,1,1500,CA,85506,0.1118,0.6427
6,2,1500,CA,27743,0.0362,0.2085
6,3,1500,CA,19790,0.0259,0.1488
6,3,1700,CA,64177,0.0839,0.3357
6,5,1700,CA,127008,0.166,0.6643
6,13,1901,CA,100022,0.1302,0.6793
6,21,1901,CA,47211,0.0624,0.3207
6,5,1902,CA,117140,0.1531,0.6157
6,20,1902,CA,14549,0.0191,0.0765
6,21,1902,CA,58554,0.0774,0.3078
6,20,1903,CA,26752,0.0351,0.2418
6,21,1903,CA,83900,0.1109,0.7582
6,5,1904,CA,370,0.0005,0.002
6,13,1904,CA,47,0.0001,0.0003
6,21,1904,CA,180404,0.2385,0.9977
6,20,1905,CA,591,0.0008,0.0051
6,21,1905,CA,116006,0.1534,0.9949
6,20,1906,CA,129581,0.1698,1
6,5,1907,CA,4844,0.0063,0.0363
6,20,1907,CA,28180,0.0369,0.211
6,21,1907,CA,100524,0.1329,0.7527
6,2,2300,CA,136463,0.1782,1
6,25,2500,CA,179702,0.2336,1
6,19,2901,CA,6,0,0
6,20,2901,CA,79113,0.1037,0.3839
6,22,2901,CA,126960,0.1623,0.6161
6,20,2902,CA,140215,0.1837,0.6143
6,22,2902,CA,88034,0.1125,0.3857
6,20,2903,CA,20798,0.0273,0.1235
6,22,2903,CA,147606,0.1887,0.8765
6,22,2904,CA,113912,0.1456,1
6,20,2905,CA,147843,0.1937,0.7684
6,22,2905,CA,25281,0.0323,0.1314
6,23,2905,CA,19292,0.0253,0.1003
6,20,3100,CA,61891,0.0811,0.4059
6,22,3100,CA,90588,0.1158,0.5941
6,2,3300,CA,91601,0.1196,0.5734
6,4,3300,CA,68163,0.0891,0.4266
6,20,3701,CA,3,0,0
6,23,3701,CA,16710,0.0219,0.1181
6,27,3701,CA,123376,0.1623,0.8717
6,28,3701,CA,513,0.0007,0.0036
6,29,3701,CA,619,0.0008,0.0044
6,30,3701,CA,32,0,0.0002
6,31,3701,CA,274,0.0004,0.0019
6,27,3702,CA,207092,0.2724,1
6,27,3703,CA,180978,0.2381,1
6,27,3704,CA,181306,0.2385,1
6,26,3705,CA,180,0.0002,0.001
6,27,3705,CA,25057,0.033,0.1397
6,32,3705,CA,154169,0.2033,0.8593
6,27,3706,CA,42418,0.0558,0.2965
6,29,3706,CA,75821,0.1001,0.53
6,32,3706,CA,24824,0.0327,0.1735
6,29,3707,CA,148665,0.1963,0.9983
6,30,3707,CA,255,0.0003,0.0017
6,29,3708,CA,74753,0.0987,0.5451
6,30,3708,CA,62378,0.0823,0.4549
6,28,3709,CA,103479,0.1365,0.9306
6,30,3709,CA,1185,0.0016,0.0107
6,31,3709,CA,6533,0.0086,0.0588
6,28,3710,CA,547,0.0007,0.0031
6,31,3710,CA,173721,0.2294,0.9969
6,28,3711,CA,49462,0.0653,0.2864
6,31,3711,CA,120371,0.159,0.697
6,35,3711,CA,2868,0.0038,0.0166
6,35,3712,CA,147991,0.1941,0.9874
6,38,3712,CA,1884,0.0025,0.0126
6,31,3713,CA,82761,0.1093,0.7292
6,35,3713,CA,2303,0.003,0.0203
6,38,3713,CA,28430,0.0375,0.2505
6,31,3714,CA,152,0.0002,0.0014
6,38,3714,CA,107150,0.1414,0.9959
6,40,3714,CA,140,0.0002,0.0013
6,45,3714,CA,145,0.0002,0.0013
6,31,3715,CA,122470,0.1617,1
6,31,3716,CA,102756,0.1357,0.9631
6,38,3716,CA,3942,0.0052,0.0369
6,28,3717,CA,168990,0.223,0.8867
6,31,3717,CA,21595,0.0285,0.1133
6,28,3718,CA,127044,0.1676,0.9391
6,30,3718,CA,8245,0.0109,0.0609
6,28,3719,CA,25,0,0.0001
6,30,3719,CA,196180,0.2588,0.9994
6,34,3719,CA,99,0.0001,0.0005
6,30,3720,CA,122309,0.1613,1
6,29,3721,CA,135948,0.1795,1
6,29,3722,CA,125694,0.1659,0.756
6,32,3722,CA,40575,0.0535,0.244
6,29,3723,CA,131637,0.1738,0.9217
6,32,3723,CA,11176,0.0147,0.0783
6,29,3724,CA,53256,0.0703,0.3055
6,32,3724,CA,121081,0.1597,0.6945
6,32,3725,CA,180640,0.2382,1
6,26,3726,CA,51976,0.0685,0.5281
6,32,3726,CA,46450,0.0613,0.4719
6,29,3727,CA,11058,0.0146,0.0695
6,30,3727,CA,3124,0.0041,0.0196
6,32,3727,CA,144858,0.191,0.9098
6,36,3727,CA,179,0.0002,0.0011
6,36,3728,CA,107010,0.1411,1
6,32,3729,CA,25580,0.0337,0.1227
6,36,3729,CA,160997,0.2123,0.7723
6,37,3729,CA,21894,0.029,0.105
6,30,3730,CA,67403,0.0889,0.4019
6,34,3730,CA,28351,0.0374,0.1691
6,36,3730,CA,129,0.0002,0.0008
6,37,3730,CA,71821,0.0951,0.4283
6,30,3731,CA,69963,0.0923,0.638
6,32,3731,CA,7023,0.0093,0.064
6,36,3731,CA,32643,0.0431,0.2977
6,37,3731,CA,23,0,0.0002
6,30,3732,CA,157249,0.2074,0.9124
6,34,3732,CA,15094,0.0199,0.0876
6,34,3733,CA,113324,0.1496,1
6,30,3734,CA,69440,0.0916,0.3607
6,34,3734,CA,123074,0.1624,0.6393
6,28,3735,CA,499,0.0007,0.0027
6,30,3735,CA,281,0.0004,0.0015
6,34,3735,CA,182835,0.2413,0.9958
6,28,3736,CA,109882,0.145,0.9478
6,34,3736,CA,6051,0.008,0.0522
6,28,3737,CA,123762,0.1633,0.971
6,31,3737,CA,385,0.0005,0.003
6,34,3737,CA,2767,0.0037,0.0217
6,38,3737,CA,541,0.0007,0.0042
6,28,3738,CA,23,0,0.0002
6,31,3738,CA,126236,0.1667,0.9913
6,38,3738,CA,1084,0.0014,0.0085
6,31,3739,CA,8,0,0
6,38,3739,CA,167406,0.2209,1
6,28,3740,CA,1414,0.0019,0.0111
6,34,3740,CA,523,0.0007,0.0041
6,38,3740,CA,125424,0.1655,0.9848
6,42,3741,CA,135236,0.1787,0.9997
6,44,3741,CA,35,0,0.0003
6,42,3742,CA,126708,0.1674,0.9974
6,44,3742,CA,329,0.0004,0.0026
6,28,3743,CA,14,0,0.0001
6,34,3743,CA,115496,0.1524,0.9992
6,38,3743,CA,47,0.0001,0.0004
6,42,3743,CA,27,0,0.0002
6,30,3744,CA,73,0.0001,0.0004
6,34,3744,CA,157925,0.2084,0.8304
6,37,3744,CA,32190,0.0426,0.1693
6,37,3745,CA,121879,0.1614,1
6,34,3746,CA,12155,0.016,0.1113
6,37,3746,CA,97016,0.1284,0.8887
6,37,3747,CA,158959,0.2105,1
6,36,3748,CA,133825,0.1765,0.6867
6,37,3748,CA,52957,0.0701,0.2717
6,43,3748,CA,8092,0.0107,0.0415
6,43,3749,CA,111720,0.148,1
6,37,3750,CA,143102,0.1895,0.8015
6,43,3750,CA,35450,0.047,0.1985
6,37,3751,CA,55476,0.0734,0.3511
6,43,3751,CA,102551,0.1359,0.6489
6,42,3752,CA,3718,0.0049,0.0224
6,43,3752,CA,3135,0.0042,0.0189
6,44,3752,CA,158916,0.2097,0.9587
6,38,3753,CA,14261,0.0188,0.1263
6,42,3753,CA,98659,0.1303,0.8737
6,38,3754,CA,139130,0.1836,0.9985
6,45,3754,CA,210,0.0003,0.0015
6,38,3755,CA,104689,0.1382,0.8796
6,42,3755,CA,13912,0.0184,0.1169
6,45,3755,CA,413,0.0005,0.0035
6,42,3756,CA,50001,0.0661,0.4178
6,44,3756,CA,69668,0.0919,0.5822
6,43,3757,CA,156399,0.2072,0.972
6,44,3757,CA,4508,0.0059,0.028
6,43,3758,CA,155567,0.2061,0.9839
6,44,3758,CA,2547,0.0034,0.0161
6,43,3759,CA,114971,0.1523,1
6,36,3760,CA,143857,0.1897,1
6,36,3761,CA,60872,0.0803,0.4761
6,43,3761,CA,66990,0.0887,0.5239
6,44,3762,CA,116777,0.1541,1
6,44,3763,CA,145736,0.1923,1
6,42,3764,CA,46504,0.0614,0.2898
6,44,3764,CA,32250,0.0425,0.2009
6,45,3764,CA,81742,0.1078,0.5093
6,42,3765,CA,113615,0.1501,0.8435
6,44,3765,CA,20866,0.0275,0.1549
6,45,3765,CA,211,0.0003,0.0016
6,42,3766,CA,66260,0.0875,0.6479
6,44,3766,CA,36001,0.0475,0.3521
6,36,3767,CA,10611,0.014,0.0587
6,44,3767,CA,170201,0.2246,0.9413
6,36,3768,CA,108101,0.1426,0.9644
6,42,3768,CA,3875,0.0051,0.0346
6,44,3768,CA,117,0.0002,0.001
6,42,3769,CA,97743,0.1291,1
6,5,3900,CA,30382,0.0397,0.1945
6,13,3900,CA,125852,0.1639,0.8055
6,2,4101,CA,110784,0.1447,1
6,2,4102,CA,151537,0.1979,1
6,13,4701,CA,116422,0.1516,1
6,13,4702,CA,164780,0.2145,1
6,18,5301,CA,22285,0.0292,0.1214
6,19,5301,CA,161350,0.2127,0.8786
6,18,5302,CA,171576,0.2248,0.968
6,19,5302,CA,5678,0.0075,0.032
6,18,5303,CA,140753,0.1844,0.9887
6,19,5303,CA,1602,0.0021,0.0113
6,4,5500,CA,137994,0.1804,0.9885
6,8,5500,CA,1601,0.0021,0.0115
6,3,5700,CA,105477,0.1379,1
6,47,5901,CA,2226,0.0029,0.0125
6,49,5901,CA,175711,0.2317,0.9875
6,40,5902,CA,101387,0.1336,0.9437
6,49,5902,CA,6049,0.008,0.0563
6,40,5903,CA,95121,0.1253,0.444
6,47,5903,CA,118012,0.1555,0.5508
6,49,5903,CA,1127,0.0015,0.0053
6,40,5904,CA,28257,0.0372,0.1057
6,46,5904,CA,157,0.0002,0.0006
6,47,5904,CA,239013,0.3149,0.8938
6,40,5905,CA,175818,0.2316,0.7533
6,46,5905,CA,6963,0.0092,0.0298
6,47,5905,CA,50618,0.0667,0.2169
6,38,5906,CA,55284,0.073,0.2882
6,40,5906,CA,84877,0.1118,0.4425
6,45,5906,CA,51660,0.0681,0.2693
6,38,5907,CA,8451,0.0112,0.0428
6,40,5907,CA,1718,0.0023,0.0087
6,45,5907,CA,122601,0.1616,0.6209
6,46,5907,CA,64698,0.0854,0.3276
6,42,5908,CA,626,0.0008,0.0034
6,45,5908,CA,158125,0.2085,0.8471
6,46,5908,CA,3006,0.004,0.0161
6,47,5908,CA,24914,0.0328,0.1335
6,45,5909,CA,10705,0.0141,0.0725
6,46,5909,CA,136904,0.1807,0.9275
6,40,5910,CA,40990,0.054,0.2086
6,45,5910,CA,11,0,0.0001
6,46,5910,CA,155510,0.2053,0.7914
6,40,5911,CA,105392,0.1388,0.7478
6,46,5911,CA,35543,0.0469,0.2522
6,45,5912,CA,119437,0.1575,0.7037
6,46,5912,CA,44266,0.0584,0.2608
6,47,5912,CA,6031,0.0079,0.0355
6,45,5913,CA,147018,0.1938,0.916
6,46,5913,CA,13475,0.0178,0.084
6,45,5914,CA,3929,0.0052,0.0199
6,47,5914,CA,193220,0.2546,0.9801
6,40,5915,CA,56542,0.0745,0.4956
6,49,5915,CA,57551,0.0759,0.5044
6,45,5916,CA,6821,0.009,0.0462
6,46,5916,CA,140837,0.1859,0.9536
6,47,5916,CA,27,0,0.0002
6,40,5917,CA,294,0.0004,0.0019
6,46,5917,CA,155932,0.2058,0.9981
6,45,5918,CA,55523,0.0732,0.307
6,46,5918,CA,352,0.0005,0.0019
6,47,5918,CA,125000,0.1647,0.6911
6,1,6101,CA,35,0,0.0002
6,3,6101,CA,154981,0.2027,0.9998
6,3,6102,CA,133131,0.1741,1
6,1,6103,CA,80,0.0001,0.0007
6,3,6103,CA,116627,0.1525,0.9993
6,25,6501,CA,179965,0.2339,0.9648
6,41,6501,CA,6575,0.0086,0.0352
6,25,6502,CA,54064,0.0703,0.4098
6,41,6502,CA,75762,0.0995,0.5742
6,48,6502,CA,2109,0.0028,0.016
6,41,6503,CA,1460,0.0019,0.0104
6,48,6503,CA,138624,0.1827,0.9896
6,41,6504,CA,45058,0.0591,0.308
6,48,6504,CA,101230,0.1334,0.692
6,25,6505,CA,1685,0.0022,0.0076
6,39,6505,CA,10089,0.0133,0.0453
6,41,6505,CA,210362,0.2761,0.9454
6,48,6505,CA,370,0.0005,0.0017
6,25,6506,CA,120494,0.1566,0.698
6,41,6506,CA,38864,0.051,0.2251
6,48,6506,CA,13264,0.0175,0.0768
6,25,6507,CA,150724,0.1959,0.8636
6,41,6507,CA,23809,0.0313,0.1364
6,39,6508,CA,197502,0.2611,0.9979
6,41,6508,CA,417,0.0005,0.0021
6,39,6509,CA,95636,0.1264,0.7187
6,41,6509,CA,37427,0.0491,0.2813
6,39,6510,CA,155383,0.2054,1
6,39,6511,CA,162170,0.2144,0.9585
6,41,6511,CA,7020,0.0092,0.0415
6,39,6512,CA,30440,0.0402,0.2851
6,41,6512,CA,76313,0.1002,0.7149
6,40,6513,CA,10918,0.0144,0.0746
6,41,6513,CA,135392,0.1777,0.9254
6,35,6514,CA,49517,0.065,0.2828
6,39,6514,CA,105291,0.1392,0.6014
6,41,6514,CA,20260,0.0266,0.1157
6,25,6515,CA,75747,0.0985,0.4737
6,41,6515,CA,82982,0.1089,0.5189
6,48,6515,CA,1184,0.0016,0.0074
6,3,6701,CA,7938,0.0104,0.0714
6,6,6701,CA,103283,0.1365,0.9286
6,3,6702,CA,637,0.0008,0.005
6,6,6702,CA,126393,0.167,0.9941
6,7,6702,CA,113,0.0001,0.0009
6,6,6703,CA,119847,0.1584,1
6,6,6704,CA,138452,0.183,1
6,7,6704,CA,6,0,0
6,6,6705,CA,123062,0.1626,1
6,6,6706,CA,126213,0.1668,1
6,6,6707,CA,16346,0.0216,0.1226
6,7,6707,CA,117007,0.1543,0.8774
6,7,6708,CA,148584,0.196,1
6,7,6709,CA,147969,0.1952,1
6,7,6710,CA,162847,0.2148,1
6,3,6711,CA,38,0,0.0003
6,6,6711,CA,317,0.0004,0.0025
6,7,6711,CA,127113,0.1677,0.9966
6,9,6711,CA,78,0.0001,0.0006
6,3,6712,CA,115911,0.1516,0.9763
6,6,6712,CA,2817,0.0037,0.0237
6,20,7101,CA,76,0.0001,0.0005
6,23,7101,CA,134598,0.1763,0.9502
6,25,7101,CA,6979,0.0091,0.0493
6,23,7102,CA,189719,0.2485,1
6,23,7103,CA,182707,0.2393,1
6,23,7104,CA,89895,0.1178,0.7429
6,28,7104,CA,7501,0.0099,0.062
6,33,7104,CA,23615,0.0312,0.1951
6,23,7105,CA,96208,0.126,0.655
6,33,7105,CA,50581,0.0668,0.3444
6,41,7105,CA,86,0.0001,0.0006
6,23,7106,CA,27630,0.0362,0.2605
6,33,7106,CA,78444,0.1036,0.7395
6,23,7107,CA,6203,0.0081,0.0544
6,33,7107,CA,107725,0.1423,0.9456
6,23,7108,CA,439,0.0006,0.0024
6,33,7108,CA,179145,0.2366,0.9976
6,33,7109,CA,115368,0.1524,1
6,33,7110,CA,44006,0.0581,0.3976
6,35,7110,CA,66682,0.0875,0.6024
6,28,7111,CA,36424,0.0481,0.2096
6,33,7111,CA,100682,0.133,0.5794
6,35,7111,CA,36659,0.0481,0.211
6,28,7112,CA,28309,0.0374,0.2227
6,35,7112,CA,98796,0.1296,0.7773
6,35,7113,CA,174043,0.2283,1
6,35,7114,CA,119500,0.1568,0.6748
6,40,7114,CA,57590,0.0759,0.3252
6,28,7115,CA,3,0,0
6,33,7115,CA,57652,0.0761,0.474
6,35,7115,CA,63980,0.0839,0.526
6,48,7301,CA,188,0.0002,0.001
6,49,7301,CA,197181,0.26,0.999
6,48,7302,CA,124283,0.1638,0.9899
6,49,7302,CA,1265,0.0017,0.0101
6,49,7303,CA,105090,0.1385,0.9279
6,50,7303,CA,8169,0.0108,0.0721
6,49,7304,CA,122922,0.1621,0.9947
6,50,7304,CA,656,0.0009,0.0053
6,48,7305,CA,20217,0.0266,0.1562
6,49,7305,CA,3325,0.0044,0.0257
6,50,7305,CA,105885,0.1394,0.8181
6,48,7306,CA,64788,0.0854,0.4481
6,50,7306,CA,79801,0.1051,0.5519
6,48,7307,CA,110527,0.1457,0.9841
6,50,7307,CA,18,0,0.0002
6,51,7307,CA,1764,0.0023,0.0157
6,48,7308,CA,49947,0.0658,0.3893
6,50,7308,CA,27142,0.0357,0.2115
6,51,7308,CA,51226,0.0676,0.3992
6,49,7309,CA,83549,0.1101,0.4665
6,50,7309,CA,85934,0.1132,0.4798
6,51,7309,CA,9603,0.0127,0.0536
6,49,7310,CA,4732,0.0062,0.0285
6,50,7310,CA,161364,0.2125,0.9714
6,51,7310,CA,10,0,0.0001
6,52,7310,CA,1,0,0
6,49,7311,CA,14,0,0.0001
6,50,7311,CA,83566,0.1101,0.6721
6,51,7311,CA,40748,0.0537,0.3277
6,50,7312,CA,62407,0.0822,0.4978
6,51,7312,CA,62947,0.083,0.5022
6,48,7313,CA,84186,0.111,0.4457
6,51,7313,CA,104705,0.1381,0.5543
6,48,7314,CA,3444,0.0045,0.0216
6,51,7314,CA,156356,0.2062,0.9784
6,50,7315,CA,465,0.0006,0.0028
6,51,7315,CA,164793,0.2173,0.9972
