StateFIPS,CongressionalDistrict,PUMA,StateAbbreviation,Population,FracCDInPUMA,FracPUMAInCD
6,35,3713,CA,2,0,0
6,39,3713,CA,30731,0.0419,0.2666
6,32,3714,CA,4,0,0
6,39,3714,CA,107374,0.1466,1
6,32,3715,CA,120624,0.1711,1
6,32,3716,CA,99428,0.141,0.9504
6,38,3716,CA,5169,0.0073,0.0494
6,39,3716,CA,25,0,0.0002
6,27,3717,CA,172463,0.2433,0.9063
6,32,3717,CA,17841,0.0253,0.0938
6,27,3718,CA,124622,0.1758,0.9118
6,28,3718,CA,12053,0.0169,0.0882
6,28,3719,CA,196543,0.2757,1
6,28,3720,CA,97868,0.1373,0.7971
6,30,3720,CA,24918,0.0333,0.2029
6,29,3721,CA,112054,0.1576,0.8242
6,30,3721,CA,23894,0.032,0.1758
6,29,3722,CA,132639,0.1865,0.7977
6,30,3722,CA,33630,0.045,0.2023
6,29,3723,CA,142813,0.2008,1
6,29,3724,CA,1228,0.0017,0.007
6,30,3724,CA,173109,0.2315,0.993
6,30,3725,CA,182789,0.2445,1
6,33,3728,CA,106835,0.1476,1
6,33,3730,CA,50618,0.0699,0.3022
6,34,3730,CA,27774,0.0395,0.1658
6,37,3730,CA,89118,0.1234,0.532
6,28,3731,CA,76105,0.1067,0.6967
6,33,3731,CA,33127,0.0458,0.3033
6,28,3732,CA,155202,0.2177,0.9012
6,33,3732,CA,980,0.0014,0.0057
6,34,3732,CA,16030,0.0228,0.0931
6,34,3733,CA,113324,0.1611,1
6,28,3734,CA,70623,0.0991,0.3668
6,34,3734,CA,121868,0.1733,0.633
6,37,3734,CA,23,0,0.0001
6,28,3735,CA,15,0,0.0001
6,34,3735,CA,183190,0.2604,0.9999
6,27,3736,CA,109811,0.1549,0.9487
6,34,3736,CA,5934,0.0084,0.0513
6,27,3737,CA,123776,0.1746,0.9814
6,32,3737,CA,82,0.0001,0.0007
6,40,3737,CA,2265,0.0033,0.018
6,27,3738,CA,12,0,0.0001
6,32,3738,CA,108549,0.154,0.8502
6,38,3738,CA,19110,0.0271,0.1497
6,32,3739,CA,8,0,0
6,38,3739,CA,115006,0.1628,0.6705
6,39,3739,CA,56499,0.0771,0.3294
6,27,3740,CA,1414,0.002,0.0111
6,38,3740,CA,125991,0.1783,0.9849
6,40,3740,CA,523,0.0008,0.0041
6,40,3741,CA,133387,0.1933,1
6,40,3742,CA,96476,0.1398,0.7503
6,44,3742,CA,32108,0.0452,0.2497
6,34,3743,CA,23288,0.0331,0.2007
6,38,3743,CA,47,0.0001,0.0004
6,40,3743,CA,92710,0.1343,0.7989
6,34,3744,CA,184491,0.2623,0.97
6,37,3744,CA,3098,0.0043,0.0163
6,40,3744,CA,2599,0.0038,0.0137
6,37,3745,CA,2688,0.0037,0.0221
6,40,3745,CA,119191,0.1727,0.9779
6,34,3746,CA,27518,0.0391,0.2521
6,37,3746,CA,81653,0.1131,0.7479
6,37,3747,CA,164789,0.2282,1
6,33,3748,CA,38529,0.0532,0.2038
6,37,3748,CA,86776,0.1202,0.459
6,43,3748,CA,63739,0.0876,0.3372
6,37,3750,CA,127243,0.1762,0.712
6,43,3750,CA,51391,0.0706,0.2876
6,44,3750,CA,82,0.0001,0.0005
6,40,3751,CA,37806,0.0548,0.2392
6,43,3751,CA,70456,0.0968,0.4457
6,44,3751,CA,49803,0.0701,0.3151
6,44,3752,CA,166850,0.2349,1
6,40,3753,CA,112920,0.1636,1
6,38,3754,CA,135779,0.1922,1
6,44,3757,CA,158642,0.2233,1
6,43,3758,CA,157965,0.2171,1
6,43,3759,CA,115060,0.1582,1
6,33,3760,CA,144082,0.199,1
6,33,3761,CA,41594,0.0574,0.3269
6,43,3761,CA,85655,0.1177,0.6731
6,43,3762,CA,22870,0.0314,0.1915
6,44,3762,CA,96517,0.1359,0.8083
6,47,3762,CA,20,0,0.0002
6,44,3763,CA,84770,0.1193,0.5835
6,47,3763,CA,60516,0.0847,0.4165
6,38,3764,CA,144487,0.2045,0.8879
6,47,3764,CA,18248,0.0255,0.1121
6,47,3766,CA,102364,0.1432,1
6,33,3767,CA,30553,0.0422,0.1699
6,43,3767,CA,27740,0.0381,0.1542
6,44,3767,CA,121586,0.1712,0.6759
6,33,3768,CA,87481,0.1208,0.7784
6,43,3768,CA,21026,0.0289,0.1871
6,47,3768,CA,3875,0.0054,0.0345
6,37,3770,CA,101081,0.14,1
6,25,3771,CA,109406,0.1452,1
6,23,3772,CA,19,0,0.0002
6,25,3772,CA,103657,0.1375,0.9975
6,27,3772,CA,187,0.0003,0.0018
6,28,3772,CA,49,0.0001,0.0005
6,25,3773,CA,127759,0.1695,1
6,26,3774,CA,8029,0.0111,0.0569
6,30,3774,CA,3047,0.0041,0.0216
6,33,3774,CA,130005,0.1796,0.9215
6,28,3775,CA,2458,0.0034,0.0212
6,30,3775,CA,93929,0.1256,0.8094
6,33,3775,CA,19667,0.0272,0.1695
6,33,3776,CA,40570,0.056,0.3817
6,37,3776,CA,65708,0.091,0.6183
6,43,3778,CA,111631,0.1534,1
6,47,3779,CA,118467,0.1658,1
6,47,3780,CA,113902,0.1594,1
6,38,3781,CA,103249,0.1462,0.9863
6,40,3781,CA,1435,0.0021,0.0137
6,38,3782,CA,42024,0.0595,0.3162
6,40,3782,CA,90899,0.1317,0.6838
6,4,3900,CA,27161,0.0354,0.1738
6,16,3900,CA,129094,0.1718,0.8262
6,2,4103,CA,103006,0.1433,1
6,2,4104,CA,159315,0.2216,1
6,16,4701,CA,116427,0.1549,1
6,16,4702,CA,164775,0.2193,1
6,20,5301,CA,183635,0.2465,1
6,20,5302,CA,177254,0.238,1
6,20,5303,CA,142355,0.1911,1
6,5,5500,CA,138019,0.1896,1
6,1,5700,CA,88500,0.1261,0.839
6,4,5700,CA,16977,0.0221,0.161
6,39,5906,CA,191861,0.2619,1
6,39,5907,CA,192147,0.2623,0.9715
6,46,5907,CA,5638,0.008,0.0285
6,38,5908,CA,15581,0.0221,0.0841
6,39,5908,CA,59470,0.0812,0.3211
6,46,5908,CA,2732,0.0039,0.0147
6,47,5908,CA,82674,0.1157,0.4463
6,48,5908,CA,24776,0.0344,0.1338
6,39,5909,CA,3190,0.0044,0.0216
6,46,5909,CA,135099,0.1922,0.9152
6,47,5909,CA,9320,0.013,0.0631
6,46,5912,CA,6316,0.009,0.0371
6,47,5912,CA,116290,0.1627,0.6828
6,48,5912,CA,47712,0.0662,0.2801
6,46,5913,CA,54952,0.0782,0.3425
6,47,5913,CA,85440,0.1196,0.5325
6,48,5913,CA,20061,0.0278,0.125
6,47,5914,CA,3548,0.005,0.018
6,48,5914,CA,193269,0.2683,0.982
6,46,5916,CA,105080,0.1495,0.7227
6,47,5916,CA,7,0,0
6,48,5916,CA,40319,0.056,0.2773
6,45,5917,CA,294,0.0004,0.0019
6,46,5917,CA,155932,0.2219,0.9981
6,48,5918,CA,180550,0.2506,1
6,39,5919,CA,9797,0.0134,0.0501
6,45,5919,CA,31783,0.039,0.1625
6,46,5919,CA,154030,0.2192,0.7874
6,39,5920,CA,2008,0.0027,0.0137
6,45,5920,CA,68467,0.0841,0.4686
6,46,5920,CA,75637,0.1076,0.5177
6,39,5921,CA,406,0.0006,0.0029
6,45,5921,CA,140681,0.1728,0.9971
6,45,5922,CA,118903,0.1461,0.9371
6,46,5922,CA,7380,0.0105,0.0582
6,48,5922,CA,596,0.0008,0.0047
6,45,5923,CA,142279,0.1748,1
6,45,5924,CA,108296,0.133,1
6,45,5925,CA,30735,0.0378,0.1711
6,48,5925,CA,148601,0.2063,0.8271
6,49,5925,CA,325,0.0004,0.0018
6,45,5926,CA,110436,0.1357,0.9396
6,48,5926,CA,1167,0.0016,0.0099
6,49,5926,CA,5932,0.0079,0.0505
6,45,5927,CA,62121,0.0763,0.5651
6,49,5927,CA,47805,0.0637,0.4349
6,48,5928,CA,63282,0.0879,0.3378
6,49,5928,CA,124064,0.1654,0.6622
6,4,6101,CA,153933,0.2003,1
6,4,6102,CA,134491,0.175,1
6,1,6103,CA,46399,0.0661,0.3989
6,4,6103,CA,69916,0.091,0.6011
6,36,6501,CA,186546,0.2439,1
6,36,6502,CA,131071,0.1714,0.9933
6,42,6502,CA,882,0.0011,0.0067
6,36,6507,CA,168339,0.2201,0.9641
6,41,6507,CA,392,0.0005,0.0022
6,42,6507,CA,5870,0.0072,0.0336
6,41,6509,CA,97301,0.1292,0.7268
6,42,6509,CA,36582,0.0451,0.2732
6,41,6511,CA,169649,0.2252,0.9956
6,42,6511,CA,752,0.0009,0.0044
6,41,6514,CA,103477,0.1374,0.592
6,42,6514,CA,71329,0.0879,0.408
6,36,6515,CA,159723,0.2089,0.9988
6,42,6515,CA,184,0.0002,0.0012
6,41,6516,CA,2658,0.0035,0.0253
6,42,6516,CA,102598,0.1264,0.9747
6,41,6517,CA,5175,0.0069,0.0442
6,42,6517,CA,111850,0.1378,0.9558
6,41,6518,CA,104737,0.139,1
6,41,6519,CA,103119,0.1369,0.9997
6,42,6519,CA,35,0,0.0003
6,41,6520,CA,151005,0.2005,1
6,41,6521,CA,15725,0.0209,0.1451
6,42,6521,CA,92665,0.1142,0.8549
6,42,6522,CA,137302,0.1692,1
6,42,6523,CA,52352,0.0645,0.3716
6,50,6523,CA,88539,0.1169,0.6284
6,42,6524,CA,185773,0.2289,1
6,36,6525,CA,119074,0.1557,0.8983
6,42,6525,CA,13481,0.0166,0.1017
6,6,6701,CA,868,0.0011,0.0078
6,7,6701,CA,110711,0.1408,0.9922
6,6,6703,CA,110,0.0001,0.0009
6,7,6703,CA,119465,0.152,0.9991
6,6,6704,CA,124004,0.1574,0.8989
6,7,6704,CA,13954,0.0177,0.1011
6,3,6705,CA,116,0.0002,0.0009
6,6,6705,CA,122946,0.156,0.9991
6,3,6706,CA,28695,0.0376,0.2271
6,6,6706,CA,97671,0.124,0.7729
6,6,6707,CA,130146,0.1652,0.9758
6,7,6707,CA,3228,0.0041,0.0242
6,6,6709,CA,147629,0.1874,1
6,7,6712,CA,118728,0.151,1
6,7,6713,CA,105450,0.1341,1
6,6,6714,CA,109463,0.1389,0.772
6,7,6714,CA,32337,0.0411,0.228
6,3,6715,CA,93,0.0001,0.0009
6,6,6715,CA,1092,0.0014,0.0103
6,7,6715,CA,105151,0.1338,0.9889
6,7,6716,CA,109195,0.1389,1
6,3,6717,CA,8003,0.0105,0.0769
6,6,6717,CA,104,0.0001,0.001
6,7,6717,CA,67936,0.0864,0.6532
6,9,6717,CA,27960,0.0348,0.2688
6,8,7101,CA,141621,0.1872,1
6,8,7102,CA,188899,0.2497,1
6,8,7103,CA,183441,0.2425,1
6,8,7104,CA,93258,0.1233,0.7758
6,31,7104,CA,26948,0.0356,0.2242
6,8,7105,CA,67187,0.0888,0.456
6,31,7105,CA,80158,0.106,0.544
6,8,7107,CA,49918,0.066,0.4391
6,31,7107,CA,63755,0.0843,0.5609
6,31,7108,CA,177845,0.2351,1
6,31,7110,CA,3041,0.004,0.0275
6,35,7110,CA,107647,0.1456,0.9725
6,8,7111,CA,3,0,0
6,31,7111,CA,174340,0.2305,0.9993
6,35,7111,CA,113,0.0002,0.0006
6,27,7112,CA,33928,0.0479,0.2664
6,31,7112,CA,48553,0.0642,0.3813
6,35,7112,CA,44855,0.0606,0.3523
6,8,7115,CA,1,0,0
6,31,7115,CA,18785,0.0248,0.1533
6,35,7115,CA,103790,0.1403,0.8467
6,31,7116,CA,96857,0.128,0.8629
6,35,7116,CA,15392,0.0208,0.1371
6,8,7117,CA,8,0,0.0001
6,31,7117,CA,66184,0.0875,0.5982
6,35,7117,CA,44453,0.0601,0.4018
6,35,7118,CA,180848,0.2445,1
6,35,7119,CA,90765,0.1227,0.5345
6,39,7119,CA,79061,0.1079,0.4655
6,49,7301,CA,196491,0.262,1
6,49,7302,CA,971,0.0013,0.0077
6,50,7302,CA,116635,0.1541,0.9269
6,51,7302,CA,8225,0.0116,0.0654
6,50,7306,CA,144129,0.1904,0.9988
6,52,7306,CA,171,0.0002,0.0012
6,50,7307,CA,112207,0.1482,0.999
6,52,7307,CA,108,0.0001,0.001
6,50,7308,CA,1196,0.0016,0.0093
6,52,7308,CA,127131,0.1666,0.9907
6,49,7310,CA,4631,0.0062,0.028
6,51,7310,CA,1,0,0
6,52,7310,CA,158506,0.2077,0.9585
6,53,7310,CA,2231,0.0029,0.0135
6,49,7311,CA,6745,0.009,0.0544
6,52,7311,CA,117193,0.1536,0.9456
6,49,7312,CA,10393,0.0139,0.084
6,52,7312,CA,113345,0.1486,0.916
6,50,7313,CA,133768,0.1767,0.7056
6,52,7313,CA,927,0.0012,0.0049
6,53,7313,CA,54893,0.0718,0.2895
6,52,7314,CA,44475,0.0583,0.2793
6,53,7314,CA,114745,0.1501,0.7207
6,52,7315,CA,98424,0.129,0.5921
6,53,7315,CA,67808,0.0887,0.4079
6,51,7316,CA,34735,0.0489,0.1945
6,52,7316,CA,44834,0.0588,0.251
6,53,7316,CA,99035,0.1296,0.5545
6,51,7317,CA,84593,0.119,0.5128
6,53,7317,CA,80370,0.1052,0.4872
6,51,7322,CA,141103,0.1986,1
6,49,7323,CA,108347,0.1445,0.9298
6,50,7323,CA,8175,0.0108,0.0702
6,49,7324,CA,130636,0.1742,0.995
6,50,7324,CA,656,0.0009,0.005
6,49,7325,CA,3026,0.004,0.024
6,50,7325,CA,123198,0.1627,0.976
6,49,7326,CA,110683,0.1476,0.6384
6,50,7326,CA,4832,0.0064,0.0279
6,52,7326,CA,57857,0.0758,0.3337
6,51,7327,CA,75773,0.1066,0.5057
6,53,7327,CA,74061,0.0969,0.4943
6,50,7328,CA,22698,0.03,0.1715
6,51,7328,CA,7350,0.0103,0.0555
6,53,7328,CA,102328,0.1339,0.773
6,50,7329,CA,1077,0.0014,0.0064
6,51,7329,CA,436,0.0006,0.0026
6,53,7329,CA,167368,0.219,0.991
6,51,7330,CA,178674,0.2514,0.992
6,53,7330,CA,1440,0.0019,0.008
6,12,7507,CA,102048,0.1324,0.8868
6,14,7507,CA,13022,0.0174,0.1132
6,12,7508,CA,100221,0.13,1
6,12,7509,CA,115773,0.1502,1
6,12,7510,CA,107058,0.1389,1
6,12,7511,CA,128619,0.1668,1
6,12,7512,CA,97638,0.1266,0.9697
6,14,7512,CA,3053,0.0041,0.0303
6,12,7513,CA,17409,0.0226,0.1669
6,14,7513,CA,86880,0.1164,0.8331
